time,src_ip,sport,dst_ip,dport,proto,prediction,risk_level,risk_score,src_country,src_city,src_lat,src_lon,dst_country,dst_city,dst_lat,dst_lon
00:07:38,192.168.0.102,52178,142.250.207.142,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,52178,142.250.207.142,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,52178,142.250.207.142,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,54091,172.67.73.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,172.67.73.182,443,192.168.0.102,54091,UDP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,3.233.158.25,443,192.168.0.102,57375,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,172.64.155.209,443,192.168.0.102,57416,TCP,TOR,Low,0,,,,,,,,
00:07:38,172.64.155.209,443,192.168.0.102,57416,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57416,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.36.252,443,192.168.0.102,56300,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,56300,104.18.36.252,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.36.252,443,192.168.0.102,56300,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.36.252,443,192.168.0.102,56300,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.1,53,192.168.0.102,54924,UDP,VPN,Low,0,,,,,,,,
00:07:38,192.168.0.102,52176,35.244.251.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,52176,35.244.251.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,35.244.251.182,443,192.168.0.102,52176,UDP,VPN,Low,0,,,,,,,,
00:07:38,35.244.251.182,443,192.168.0.102,52176,UDP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,52176,35.244.251.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,52176,35.244.251.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,35.244.251.182,443,192.168.0.102,52176,UDP,TOR,Low,0,,,,,,,,
00:07:38,35.244.251.182,443,192.168.0.102,52176,UDP,VPN,Low,0,,,,,,,,
00:07:38,35.244.251.182,443,192.168.0.102,52176,UDP,VPN,Low,0,,,,,,,,
00:07:38,192.168.0.102,52176,35.244.251.182,443,UDP,FREENET,Low,0,,,,,,,,
00:07:38,192.168.0.102,57424,35.162.37.145,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,35.244.251.182,443,192.168.0.102,52176,UDP,VPN,Low,0,,,,,,,,
00:07:38,35.162.37.145,443,192.168.0.102,57424,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57424,35.162.37.145,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57424,35.162.37.145,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57424,35.162.37.145,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,35.162.37.145,443,192.168.0.102,57424,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57981,142.250.67.196,443,UDP,TOR,Low,0,,,,,,,,
00:07:38,142.250.67.196,443,192.168.0.102,57981,UDP,TOR,Low,0,,,,,,,,
00:07:38,192.168.0.102,57416,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57416,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.64.155.209,443,192.168.0.102,57416,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.64.155.209,443,192.168.0.102,57416,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57416,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57416,172.64.155.209,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.217.174.67,443,192.168.0.102,54803,UDP,VPN,Low,0,,,,,,,,
00:07:39,192.168.0.102,54803,172.217.174.67,443,UDP,FREENET,Low,0,,,,,,,,
00:07:39,172.217.174.67,443,192.168.0.102,54803,UDP,VPN,Low,0,,,,,,,,
00:07:39,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:39,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:39,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:39,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57367,104.18.32.47,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,104.18.32.47,443,192.168.0.102,57367,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57396,20.44.229.112,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,20.44.229.112,443,192.168.0.102,57396,TCP,TOR,Low,0,,,,,,,,
00:07:39,20.44.229.112,443,192.168.0.102,57396,TCP,TOR,Low,0,,,,,,,,
00:07:39,20.44.229.112,443,192.168.0.102,57396,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57396,20.44.229.112,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57396,20.44.229.112,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,20.44.229.112,443,192.168.0.102,57396,TCP,TOR,Low,0,,,,,,,,
00:07:39,20.44.229.112,443,192.168.0.102,57396,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,63930,192.168.0.1,53,UDP,ZERONET,Low,0,,,,,,,,
00:07:39,192.168.0.102,60424,192.168.0.1,53,UDP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.1,53,192.168.0.102,63930,UDP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.1,53,192.168.0.102,60424,UDP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57430,172.64.151.4,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57430,172.64.151.4,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57430,172.64.151.4,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.64.151.4,443,192.168.0.102,57430,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57430,172.64.151.4,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57430,172.64.151.4,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57430,172.64.151.4,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57430,172.64.151.4,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.64.151.4,443,192.168.0.102,57430,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.64.151.4,443,192.168.0.102,57430,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57430,172.64.151.4,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.64.151.4,443,192.168.0.102,57430,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.64.151.4,443,192.168.0.102,57430,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57430,172.64.151.4,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.64.151.4,443,192.168.0.102,57430,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.64.151.4,443,192.168.0.102,57430,TCP,TOR,Low,0,,,,,,,,
00:07:39,104.18.36.252,443,192.168.0.102,56300,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57392,34.8.7.18,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,34.8.7.18,443,192.168.0.102,57392,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57434,172.217.174.234,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.217.174.234,443,192.168.0.102,57434,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57434,172.217.174.234,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57434,172.217.174.234,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.217.174.234,443,192.168.0.102,57434,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.217.174.234,443,192.168.0.102,57434,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.217.174.234,443,192.168.0.102,57434,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57434,172.217.174.234,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57434,172.217.174.234,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,172.217.174.234,443,192.168.0.102,57434,TCP,VPN,Low,0,,,,,,,,
00:07:39,192.168.0.102,57375,3.233.158.25,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57360,23.218.158.211,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,192.168.0.102,57358,23.212.254.115,443,TCP,TOR,Low,0,,,,,,,,
00:07:39,23.212.254.115,443,192.168.0.102,57358,TCP,TOR,Low,0,,,,,,,,
